,Poll End Date,Source,Voting Intention,LIBERAL,NATIONAL,COALITION,ALP,GREENS,PALMER UNITED,FAMILY FIRST,DEMOCRATS,PAULINE HANSON / ONE NATION,OTHERS,Two Party Preferred,COALITION (2PP),LABOR (2PP),PM Satisfaction,SATISFIED (PM),DISSATISFIED (PM),LOTO Satisfaction,SATISFIED (LOTO),DISSATISFIED (LOTO),Preferred PM,PRIME MINISTER (PPM),OPPOSITION LEADER (PPM),,PRIME MINISTER,OPPOSITION LEADER
39_LNC_JHo_ALP_KB,01-Aug-99,Morgan,,,,44,43,3,,,7,4.5,2.5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,18-Jul-99,Nielsen,,,,42,38,4,,,6,5,5,,50,50,,55,36,,51,37,,49,37,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,18-Jul-99,Newspoll,,,,42,44,2,,,6,2,4,,48.18,51.82,,48,39,,49,35,,42,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,18-Jul-99,Morgan,,,,45.5,41,4,,,6.5,5,2.5,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,04-Jul-99,Newspoll,,,,47,39,2,,,6,3,3,,53.26,46.74,,50,39,,47,36,,47,31,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,04-Jul-99,Morgan,,,,47,43,4.5,,,6.5,3.5,2,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,20-Jun-99,Newspoll,,,,42,43,3,,,6,2,4,,48.43,51.57,,47,41,,43,39,,42,33,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,20-Jun-99,Morgan,,,,42,44.5,3,,,6.5,4.5,3,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,06-Jun-99,Morgan,,,,44.5,42,3.5,,,7,4.5,3,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,05-Jun-99,Nielsen,,,,40,41,3,,,6,5,5,,48,52,,51,41,,50,39,,47,40,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,30-May-99,Newspoll,,,,41,44,2,,,7,3,3,,47.71,52.29,,46,43,,44,39,,42,33,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,23-May-99,Morgan,,,,41.5,43.5,3.5,,,7.5,4.5,3.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,16-May-99,Nielsen,,,,40,41,3,,,7,4,6,,47,53,,53,40,,55,34,,46,40,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,16-May-99,Newspoll,,,,44,44,2,,,5,2,3,,49.26,50.74,,49,40,,48,37,,44,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,09-May-99,Morgan,,,,41.5,45.5,2.5,,,7,5,2.5,,43.5,56.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,02-May-99,Newspoll,,,,41,43,3,,,6,3,4,,47.98,52.02,,43,44,,51,34,,39,39,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,25-Apr-99,Morgan,,,,42.5,45,3,,,5.5,5.5,3,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,11-Apr-99,Nielsen,,,,41,39,4,,,7,5,5,,49,51,,54,35,,54,33,,48,37,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,11-Apr-99,Newspoll,,,,44,42,3,,,4,3,4,,50.08,49.92,,50,38,,49,34,,46,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,11-Apr-99,Morgan,,,,42.5,43,3,,,7.5,6,2.5,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Mar-99,Newspoll,,,,43,43,2,,,6,4,2,,,,,48,39,,45,36,,46,33,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Mar-99,Morgan,,,,44,43.5,2,,,7.5,4.5,3,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Mar-99,Newspoll,,,,43,43,3,,,5,3,3,,49.06,50.94,,47,40,,48,35,,43,36,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Mar-99,Morgan,,,,42.5,43.5,3.5,,,6.5,5,4,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Feb-99,Newspoll,,,,47,41,2,,,5,2,3,,,,,49,38,,51,32,,43,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Feb-99,Morgan,,,,46.5,41,3,,,7,4.5,2.5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,27-Feb-99,Nielsen,,,,44,38,4,,,7,4,3,,51,49,,52,37,,53,33,,48,38,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Feb-99,Newspoll,,,,46,42,2,,,5,2,3,,51.26,48.74,,50,36,,50,30,,43,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Feb-99,Morgan,,,,46,42,3,,,7.5,3,2.5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,31-Jan-99,Newspoll,,,,46,40,2,,,6,5,1,,52.42,47.58,,47,40,,50,32,,44,36,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,31-Jan-99,Morgan,,,,44.5,43.5,2.5,,,6,5.5,2.5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,17-Jan-99,Newspoll,,,,47,38,3,,,4,4,4,,53.63,46.37,,50,36,,50,29,,45,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,17-Jan-99,Morgan,,,,44,43.5,2,,,7.5,5,2.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,13-Dec-98,Newspoll,,,,46,38,3,,,6,4,3,,53.06,46.94,,49,40,,50,33,,45,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,13-Dec-98,Morgan,,,,45.5,41.5,3.5,,,6.5,6,1.5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,29-Nov-98,Newspoll,,,,45,41,2,,,4,5,3,,51.46,48.54,,45,41,,48,34,,44,35,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,29-Nov-98,Morgan,,,,42,44.5,2,,,7,5.5,3,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,15-Nov-98,Newspoll,,,,45,40,2,,,6,5,2,,51.89,48.11,,48,41,,54,31,,44,38,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,15-Nov-98,Morgan,,,,45,42.5,2.5,,,6.5,5,2.5,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,01-Nov-98,Newspoll,,,,40,43,3,,,7,4,3,,47.51,52.49,,45,42,,56,27,,42,38,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,01-Nov-98,Morgan,,,,42,43.5,2.5,,,7.5,6,2.5,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,31-Oct-98,Morgan,,,,44.8,40.1,2.2,,,5.1,8.4,4.7,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,18-Oct-98,Newspoll,,,,47,39,2,,,7,4,1,,53.32,46.68,,51,39,,56,30,,48,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,18-Oct-98,Morgan,,,,45.5,41,2.5,,,9,5.5,1.5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,03-Oct-98,Election,,,,39.5,40.1,2.6,,0,5.1,8.4,4.3,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Oct-98,Nielsen,,,,42,40,2,,,5,7,3,,50,50,,52,41,,53,38,,44,43,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Oct-98,Newspoll,,,,40,44,2,,,5,7,2,,47,53,,44,48,,52,35,,40,41,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Sep-98,Nielsen,,,,42,40,2,,,5,8,3,,50,50,,52,41,,54,35,,47,42,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Sep-98,Newspoll,,,,43,42,2,,,4,7,2,,49,51,,46,45,,49,36,,41,39,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,24-Sep-98,Morgan,,,,47,39,3,,,6,6,3,,49.5,50.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Sep-98,Nielsen,,,,41,43,2,,,5,7,3,,48,52,,50,42,,57,32,,43,43,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,20-Sep-98,Newspoll,,,,42,43,2,,,4,6,3,,48,52,,45,46,,48,37,,42,37,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,20-Sep-98,Morgan,,,,42,46.5,2.5,,,4.5,7,2,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Sep-98,Nielsen,,,,42,43,2,,,3,8,3,,48,52,,50,43,,59,31,,41,46,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Sep-98,Nielsen,,,,40,41,2,,,4,10,3,,48,52,,47,44,,51,36,,43,40,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Sep-98,Newspoll,,,,42,44,2,,,3,7,2,,47,53,,40,51,,48,35,,39,39,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Sep-98,Morgan,,,,41.5,44.5,1.5,,,4,8.5,3,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Sep-98,Nielsen,,,,43,39,2,,,4,8,3,,51,49,,49,42,,54,35,,44,41,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,06-Sep-98,Newspoll,,,,41.5,41.5,2,,,5,7.5,2.5,,48.5,51.5,,41,47,,46,38,,39,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,06-Sep-98,Morgan,,,,40.5,43,3,,,3.5,9.5,3.5,,46.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Sep-98,Nielsen,,,,43,42,1,,,3,8,3,,49,51,,49,42,,51,36,,45,39,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Aug-98,Newspoll,,,,40,40,2,,,3,10,5,,,,,38,51,,44,39,,39,37,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Aug-98,Morgan,,,,39,42,3,,,4.5,9,4.5,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Aug-98,Morgan,,,,40,43,2.5,,,4.5,11,3.5,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Aug-98,Newspoll,,,,44,39,1,,,4,7,5,,,,,42,46,,45,37,,41,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Aug-98,Morgan,,,,41,43.5,2,,,4,10,3.5,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Aug-98,Newspoll,,,,39,39,2,,,3,11,6,,,,,37,52,,44,36,,37,38,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Aug-98,Morgan,,,,33,44,2,,,5,13.5,5,,42,58,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Jul-98,Newspoll,,,,35,41,2,,,3,12,7,,,,,30,57,,42,38,,31,39,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Jul-98,Morgan,,,,33,41,2.5,,,4.5,14,5,,44,56,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Jul-98,Nielsen,,,,34,39,4,,,4,14,5,,44,56,,39,50,,49,37,,42,42,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Jul-98,Newspoll,,,,37,40,2,,,2,11,8,,,,,30,56,,43,37,,37,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Jul-98,Morgan,,,,32,42.5,2.5,,,4.5,14.5,4,,42.5,57.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,02-Jul-98,Morgan,,,,35,42,2,,,4,12,5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-Jun-98,Newspoll,,,,34,45,1,,,2,13,5,,,,,28,59,,40,42,,32,38,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,21-Jun-98,Nielsen,,,,34,42,3,,,4,12,4,,44,56,,40,50,,50,35,,41,42,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-Jun-98,Morgan,,,,35,39.5,2.5,,,5,14.5,3.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-Jun-98,Newspoll,,,,37,40,2,,,3,11,7,,,,,34,56,,43,39,,35,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-Jun-98,Morgan,,,,39.5,40.5,2.5,,,5,9.5,3,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,31-May-98,Newspoll,,,,43,40,1,,,3,7,6,,,,,39,50,,43,40,,40,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-May-98,Morgan,,,,39.5,43.5,3,,,4.5,6,3.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,24-May-98,Nielsen,,,,39,41,3,,,4,7,6,,48,52,,46,44,,49,37,,44,39,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,17-May-98,Newspoll,,,,46,39,2,,,3,4,6,,,,,42,47,,43,41,,45,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-May-98,Morgan,,,,42,42,2.5,,,5.5,4,4,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,03-May-98,Newspoll,,,,43,41,2,,,3,4,7,,,,,37,51,,,,,41,34,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Apr-98,Morgan,,,,41,41.5,3,,,5,6,3.5,,49.5,50.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Apr-98,Morgan,,,,38.5,42,3.5,,,5.5,6.5,4,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Apr-98,Newspoll,,,,41,41,2,,,4,4,8,,,,,35,52,,42,38,,38,35,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Apr-98,Nielsen,,,,38,41,2,,,4,9,6,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Apr-98,Morgan,,,,43,36,3.5,,,7.5,4.5,5.5,,53,47,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Apr-98,Morgan,,,,41.5,40,2.5,,,5.5,6,4.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Mar-98,Nielsen,,,,40,41,3,,,6,6,5,,48,52,,41,48,,52,32,,41,40,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Mar-98,Newspoll,,,,41,41,2,,,2,4,10,,,,,35,53,,43,36,,36,35,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Mar-98,Morgan,,,,42,40,3,,,4.5,5,5.5,,49.5,50.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Mar-98,Newspoll,,,,40,44,2,,,3,2,9,,,,,34,54,,46,34,,36,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Mar-98,Morgan,,,,41.5,41.5,2,,,5,4.5,5.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Mar-98,Nielsen,,,,38,40,3,,,6,6,6,,48,52,,47,40,,51,31,,45,35,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Mar-98,Newspoll,,,,40,45,2,,,3,3,7,,,,,40,49,,51,29,,37,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Feb-98,Morgan,,,,40.5,44.5,2,,,4.5,4.5,4,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Feb-98,Newspoll,,,,40,43,4,,,3,3,7,,,,,43,46,,55,27,,37,37,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Feb-98,Morgan,,,,39.5,43,2,,,6,5.5,4,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Feb-98,Nielsen,,,,37,45,3,,,5,5,4,,44,56,,44,44,,54,31,,43,41,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Feb-98,Newspoll,,,,44,40,1,,,4,4,7,,,,,37,48,,49,29,,38,37,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Jan-98,Morgan,,,,39.5,44.5,2.5,,,5,5.5,3,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-Jan-98,Newspoll,,,,42,43,1,,,4,3,7,,,,,36,53,,49,33,,36,37,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Jan-98,Morgan,,,,41.5,41.5,3,,,5,5.5,3.5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,14-Dec-97,Newspoll,,,,41,41,3,,,5,3,7,,,,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-Dec-97,Morgan,,,,43,41,2.5,,,5.5,5,3,,51.5,48.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,07-Dec-97,Newspoll,,,,40,44,2,,,5,2,7,,,,,36,54,,48,34,,36,38,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Nov-97,Morgan,,,,37.5,46,2.5,,,6,4.5,3.5,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Nov-97,Nielsen,,,,36,42,4,,,5,7,6,,46,54,,41,51,,54,32,,41,43,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,23-Nov-97,Newspoll,,,,37,45,2,,,3,4,9,,,,,35,54,,48,34,,36,40,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Nov-97,Morgan,,,,38.5,43.5,2.5,,,6,4.5,5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Nov-97,Newspoll,,,,39,43,2,,,4,3,9,,,,,33,56,,49,34,,35,38,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,30-Oct-97,Morgan,,,,38.5,43.5,2,,,6,6,4,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,26-Oct-97,Newspoll,,,,39,45,1,,,4,2,9,,,,,32,56,,46,37,,37,38,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Oct-97,Newspoll,,,,39,45,1,,,5,3,7,,,,,31,56,,45,33,,34,35,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-Oct-97,Nielsen,,,,38,42,3,,,6,6,5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Oct-97,Morgan,,,,38,42.5,1.5,,,6.5,6,5.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Oct-97,Nielsen,,,,40,36,3,,,7,7,6,,50,50,,45,46,,49,36,,45,36,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,12-Oct-97,Newspoll,,,,43,39,2,,,5,3,8,,,,,40,50,,46,38,,43,30,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,09-Oct-97,Morgan,,,,46.5,32,2,,,8.5,7.5,3.5,,57.5,42.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-Sep-97,Newspoll,,,,42,37,1,,,5,5,10,,,,,36,51,,44,37,,38,33,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,25-Sep-97,Morgan,,,,41.5,40,2,,,6,8,2.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,21-Sep-97,Newspoll,,,,43,37,2,,,6,4,8,,,,,42,47,,41,39,,43,29,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,18-Sep-97,Morgan,,,,41,37,3.5,,,6.5,8,4,,52,48,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,11-Sep-97,Morgan,,,,41.5,36,2,,,7.5,8.5,4.5,,51.5,48.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,07-Sep-97,Newspoll,,,,41,40,3,,,5,4,7,,,,,42,47,,45,39,,43,31,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,28-Aug-97,Morgan,,,,40.5,36.5,3,,,7,8,5,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,24-Aug-97,Newspoll,,,,42,39,2,,,5,5,7,,,,,38,50,,41,42,,43,29,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,17-Aug-97,Nielsen,,,,39,38,3,,,7,9,5,,49,51,,46,42,,45,38,,48,34,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,16-Aug-97,Morgan,,,,43,33,3,,,7.5,8,5.5,,53.5,46.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,10-Aug-97,Newspoll,,,,43,37,2,,,4,6,8,,,,,42,46,,43,34,,42,29,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,07-Aug-97,Morgan,,,,35,40.5,1.5,,,9,10,4,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,31-Jul-97,Morgan,,,,40.5,36,3.5,,,8,8,4,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,27-Jul-97,Newspoll,,,,42,36,3,,,5,7,7,,,,,44,45,,45,34,,43,29,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,17-Jul-97,Morgan,,,,42,35.5,3.5,,,6.5,8,4.5,,52,48,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,13-Jul-97,Newspoll,,,,42,40,2,,,4,6,6,,,,,40,48,,42,41,,44,31,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,03-Jul-97,Morgan,,,,40.5,34,3,,,7.5,10,5,,52,48,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,29-Jun-97,Newspoll,,,,42,37,2,,,6,6,7,,,,,40,47,,42,41,,42,30,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,19-Jun-97,Morgan,,,,42,34,2.5,,,6.5,11,4,,54.5,45.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,15-Jun-97,Newspoll,,,,44,36,2,,,3,7,8,,,,,42,44,,43,38,,47,25,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,05-Jun-97,Morgan,,,,41.5,34,3,,,8.5,9,4,,55,45,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,01-Jun-97,Newspoll,,,,43,37,1,,,5,7,7,,,,,42,46,,38,40,,45,26,,MR JOHN HOWARD,MR KIM BEAZLEY
38_LNC_JHo_ALP_KB,25-May-97,Nielsen,,,,39,35,4,,,5,12,4,,50,50,,46,43,,49,34,,49,34,,MR JOHN HOWARD,MR KIM BEAZLEY
